step,ux,uy
15324,-0.00894052,4.41533e-05
15325,-0.00894053,4.44744e-05
15326,-0.00894054,4.47963e-05
15327,-0.00894055,4.51187e-05
15328,-0.00894056,4.54417e-05
15329,-0.00894056,4.5765e-05
15330,-0.00894057,4.60886e-05
15331,-0.00894057,4.64123e-05
15332,-0.00894056,4.67361e-05
15333,-0.00894056,4.70599e-05
15334,-0.00894055,4.73835e-05
15335,-0.00894054,4.7707e-05
15336,-0.00894053,4.80301e-05
15337,-0.00894051,4.83529e-05
15338,-0.0089405,4.86753e-05
15339,-0.00894048,4.89973e-05
15340,-0.00894045,4.93186e-05
15341,-0.00894043,4.96394e-05
15342,-0.0089404,4.99595e-05
15343,-0.00894036,5.0279e-05
15344,-0.00894033,5.05977e-05
15345,-0.00894029,5.09156e-05
15346,-0.00894025,5.12327e-05
15347,-0.00894021,5.1549e-05
15348,-0.00894017,5.18644e-05
15349,-0.00894012,5.21789e-05
15350,-0.00894007,5.24924e-05
15351,-0.00894001,5.2805e-05
15352,-0.00893996,5.31166e-05
15353,-0.0089399,5.34273e-05
15354,-0.00893984,5.37369e-05
15355,-0.00893978,5.40454e-05
15356,-0.00893971,5.43529e-05
15357,-0.00893965,5.46594e-05
15358,-0.00893958,5.49648e-05
15359,-0.00893951,5.5269e-05
15360,-0.00893944,5.55722e-05
15361,-0.00893936,5.58742e-05
15362,-0.00893928,5.61751e-05
15363,-0.00893921,5.64748e-05
15364,-0.00893913,5.67734e-05
15365,-0.00893905,5.70708e-05
15366,-0.00893896,5.7367e-05
15367,-0.00893888,5.7662e-05
15368,-0.0089388,5.79557e-05
15369,-0.00893871,5.82483e-05
15370,-0.00893862,5.85396e-05
15371,-0.00893854,5.88297e-05
15372,-0.00893845,5.91186e-05
15373,-0.00893836,5.94062e-05
15374,-0.00893827,5.96925e-05
15375,-0.00893818,5.99776e-05
15376,-0.00893808,6.02614e-05
15377,-0.00893799,6.05439e-05
15378,-0.0089379,6.08251e-05
15379,-0.0089378,6.1105e-05
15380,-0.00893771,6.13837e-05
15381,-0.00893762,6.16611e-05
15382,-0.00893752,6.19371e-05
15383,-0.00893742,6.22119e-05
15384,-0.00893733,6.24855e-05
15385,-0.00893723,6.27577e-05
15386,-0.00893714,6.30287e-05
15387,-0.00893704,6.32984e-05
15388,-0.00893694,6.35669e-05
15389,-0.00893684,6.38342e-05
15390,-0.00893675,6.41002e-05
15391,-0.00893665,6.43651e-05
15392,-0.00893655,6.46287e-05
15393,-0.00893645,6.48912e-05
15394,-0.00893635,6.51525e-05
15395,-0.00893625,6.54127e-05
15396,-0.00893616,6.56717e-05
15397,-0.00893606,6.59297e-05
15398,-0.00893596,6.61866e-05
15399,-0.00893586,6.64425e-05
15400,-0.00893576,6.66973e-05
15401,-0.00893566,6.69512e-05
15402,-0.00893555,6.72041e-05
15403,-0.00893545,6.7456e-05
15404,-0.00893535,6.77071e-05
15405,-0.00893525,6.79572e-05
15406,-0.00893515,6.82065e-05
15407,-0.00893505,6.8455e-05
15408,-0.00893494,6.87027e-05
15409,-0.00893484,6.89496e-05
15410,-0.00893474,6.91958e-05
15411,-0.00893464,6.94412e-05
15412,-0.00893453,6.9686e-05
15413,-0.00893443,6.99301e-05
15414,-0.00893432,7.01736e-05
15415,-0.00893422,7.04165e-05
15416,-0.00893412,7.06588e-05
15417,-0.00893401,7.09005e-05
15418,-0.00893391,7.11417e-05
15419,-0.0089338,7.13825e-05
15420,-0.0089337,7.16227e-05
15421,-0.00893359,7.18624e-05
15422,-0.00893349,7.21018e-05
15423,-0.00893339,7.23407e-05
15424,-0.00893328,7.25792e-05
15425,-0.00893318,7.28173e-05
15426,-0.00893308,7.30551e-05
15427,-0.00893298,7.32925e-05
15428,-0.00893288,7.35297e-05
15429,-0.00893278,7.37665e-05
15430,-0.00893268,7.4003e-05
15431,-0.00893258,7.42393e-05
15432,-0.00893248,7.44753e-05
15433,-0.00893239,7.4711e-05
15434,-0.00893229,7.49466e-05
15435,-0.0089322,7.51819e-05
15436,-0.00893211,7.5417e-05
15437,-0.00893202,7.5652e-05
15438,-0.00893193,7.58868e-05
15439,-0.00893184,7.61214e-05
15440,-0.00893176,7.6356e-05
15441,-0.00893168,7.65904e-05
15442,-0.0089316,7.68247e-05
15443,-0.00893153,7.70589e-05
15444,-0.00893145,7.7293e-05
15445,-0.00893138,7.75271e-05
15446,-0.00893132,7.77612e-05
15447,-0.00893125,7.79952e-05
15448,-0.00893119,7.82292e-05
15449,-0.00893113,7.84632e-05
15450,-0.00893108,7.86973e-05
15451,-0.00893103,7.89314e-05
15452,-0.00893098,7.91655e-05
15453,-0.00893094,7.93998e-05
15454,-0.0089309,7.96341e-05
15455,-0.00893086,7.98686e-05
15456,-0.00893083,8.01032e-05
15457,-0.0089308,8.0338e-05
15458,-0.00893078,8.05729e-05
15459,-0.00893076,8.0808e-05
15460,-0.00893074,8.10434e-05
15461,-0.00893073,8.12789e-05
15462,-0.00893073,8.15148e-05
15463,-0.00893072,8.17509e-05
15464,-0.00893072,8.19873e-05
15465,-0.00893073,8.2224e-05
15466,-0.00893073,8.2461e-05
15467,-0.00893074,8.26984e-05
15468,-0.00893076,8.29361e-05
15469,-0.00893078,8.31743e-05
15470,-0.0089308,8.34128e-05
15471,-0.00893082,8.36517e-05
15472,-0.00893085,8.38911e-05
15473,-0.00893088,8.41309e-05
15474,-0.00893092,8.43712e-05
15475,-0.00893095,8.4612e-05
15476,-0.00893099,8.48532e-05
15477,-0.00893103,8.50949e-05
15478,-0.00893108,8.53372e-05
15479,-0.00893112,8.558e-05
15480,-0.00893117,8.58232e-05
15481,-0.00893122,8.60671e-05
15482,-0.00893127,8.63114e-05
15483,-0.00893132,8.65564e-05
15484,-0.00893137,8.68018e-05
15485,-0.00893142,8.70479e-05
15486,-0.00893147,8.72945e-05
15487,-0.00893152,8.75416e-05
15488,-0.00893157,8.77893e-05
15489,-0.00893162,8.80376e-05
15490,-0.00893167,8.82865e-05
15491,-0.00893172,8.85359e-05
15492,-0.00893177,8.87858e-05
15493,-0.00893181,8.90364e-05
15494,-0.00893186,8.92874e-05
15495,-0.0089319,8.9539e-05
15496,-0.00893194,8.97912e-05
15497,-0.00893198,9.00438e-05
15498,-0.00893201,9.0297e-05
15499,-0.00893205,9.05507e-05
15500,-0.00893208,9.08048e-05
15501,-0.0089321,9.10595e-05
15502,-0.00893213,9.13146e-05
15503,-0.00893215,9.15702e-05
15504,-0.00893217,9.18262e-05
15505,-0.00893218,9.20826e-05
15506,-0.00893219,9.23395e-05
15507,-0.0089322,9.25967e-05
15508,-0.0089322,9.28543e-05
15509,-0.0089322,9.31123e-05
15510,-0.0089322,9.33706e-05
15511,-0.0089322,9.36292e-05
15512,-0.00893219,9.38881e-05
15513,-0.00893217,9.41473e-05
15514,-0.00893216,9.44067e-05
15515,-0.00893214,9.46664e-05
15516,-0.00893212,9.49262e-05
15517,-0.00893209,9.51863e-05
15518,-0.00893206,9.54465e-05
15519,-0.00893203,9.57069e-05
15520,-0.008932,9.59674e-05
15521,-0.00893196,9.62279e-05
15522,-0.00893192,9.64886e-05
15523,-0.00893188,9.67492e-05
15524,-0.00893183,9.70099e-05
15525,-0.00893179,9.72706e-05
15526,-0.00893174,9.75312e-05
15527,-0.00893169,9.77918e-05
15528,-0.00893164,9.80522e-05
15529,-0.00893159,9.83126e-05
15530,-0.00893154,9.85727e-05
15531,-0.00893148,9.88328e-05
15532,-0.00893143,9.90926e-05
15533,-0.00893137,9.93522e-05
15534,-0.00893131,9.96115e-05
15535,-0.00893126,9.98705e-05
15536,-0.0089312,0.000100129
15537,-0.00893115,0.000100388
15538,-0.00893109,0.000100646
15539,-0.00893103,0.000100903
15540,-0.00893098,0.00010116
15541,-0.00893092,0.000101417
15542,-0.00893087,0.000101674
15543,-0.00893081,0.000101929
15544,-0.00893076,0.000102185
15545,-0.00893071,0.000102439
15546,-0.00893066,0.000102693
15547,-0.00893061,0.000102947
15548,-0.00893056,0.0001032
15549,-0.00893051,0.000103452
15550,-0.00893047,0.000103704
15551,-0.00893042,0.000103955
15552,-0.00893038,0.000104205
15553,-0.00893033,0.000104455
15554,-0.00893029,0.000104703
15555,-0.00893025,0.000104951
15556,-0.00893021,0.000105199
15557,-0.00893017,0.000105445
15558,-0.00893013,0.000105691
15559,-0.0089301,0.000105936
15560,-0.00893006,0.00010618
15561,-0.00893003,0.000106423
15562,-0.00892999,0.000106665
15563,-0.00892996,0.000106907
15564,-0.00892993,0.000107147
15565,-0.00892989,0.000107387
15566,-0.00892986,0.000107626
15567,-0.00892983,0.000107864
15568,-0.0089298,0.000108101
15569,-0.00892977,0.000108338
15570,-0.00892973,0.000108573
15571,-0.0089297,0.000108808
15572,-0.00892967,0.000109042
15573,-0.00892964,0.000109275
15574,-0.0089296,0.000109507
15575,-0.00892957,0.000109738
15576,-0.00892953,0.000109968
15577,-0.0089295,0.000110198
15578,-0.00892946,0.000110427
15579,-0.00892942,0.000110655
15580,-0.00892938,0.000110882
15581,-0.00892934,0.000111108
15582,-0.0089293,0.000111334
15583,-0.00892925,0.000111559
15584,-0.00892921,0.000111783
15585,-0.00892916,0.000112007
15586,-0.00892911,0.00011223
15587,-0.00892906,0.000112452
15588,-0.00892901,0.000112673
15589,-0.00892896,0.000112894
15590,-0.0089289,0.000113115
15591,-0.00892884,0.000113335
15592,-0.00892878,0.000113554
15593,-0.00892872,0.000113773
15594,-0.00892866,0.000113991
15595,-0.00892859,0.000114209
15596,-0.00892852,0.000114426
15597,-0.00892845,0.000114643
15598,-0.00892838,0.000114859
15599,-0.0089283,0.000115075
15600,-0.00892823,0.000115291
15601,-0.00892815,0.000115506
15602,-0.00892807,0.000115722
15603,-0.00892798,0.000115936
15604,-0.0089279,0.000116151
15605,-0.00892781,0.000116365
15606,-0.00892772,0.000116579
15607,-0.00892763,0.000116792
15608,-0.00892754,0.000117006
15609,-0.00892745,0.000117219
15610,-0.00892735,0.000117432
15611,-0.00892726,0.000117645
15612,-0.00892716,0.000117858
15613,-0.00892706,0.000118071
15614,-0.00892696,0.000118283
15615,-0.00892686,0.000118496
15616,-0.00892676,0.000118708
15617,-0.00892665,0.00011892
15618,-0.00892655,0.000119132
15619,-0.00892645,0.000119344
15620,-0.00892634,0.000119556
15621,-0.00892624,0.000119768
15622,-0.00892613,0.00011998
15623,-0.00892603,0.000120192
15624,-0.00892592,0.000120404
15625,-0.00892582,0.000120615
15626,-0.00892571,0.000120827
15627,-0.00892561,0.000121038
15628,-0.0089255,0.00012125
15629,-0.0089254,0.000121461
15630,-0.0089253,0.000121673
15631,-0.0089252,0.000121884
15632,-0.0089251,0.000122095
15633,-0.008925,0.000122306
15634,-0.0089249,0.000122517
15635,-0.0089248,0.000122728
15636,-0.00892471,0.000122939
15637,-0.00892462,0.00012315
15638,-0.00892452,0.00012336
15639,-0.00892443,0.000123571
15640,-0.00892435,0.000123781
15641,-0.00892426,0.000123991
15642,-0.00892417,0.000124201
15643,-0.00892409,0.000124411
15644,-0.00892401,0.00012462
15645,-0.00892393,0.00012483
15646,-0.00892386,0.000125039
15647,-0.00892379,0.000125248
15648,-0.00892372,0.000125456
15649,-0.00892365,0.000125664
15650,-0.00892358,0.000125872
15651,-0.00892352,0.00012608
15652,-0.00892346,0.000126287
15653,-0.0089234,0.000126494
15654,-0.00892334,0.000126701
15655,-0.00892329,0.000126907
15656,-0.00892324,0.000127113
15657,-0.00892319,0.000127318
15658,-0.00892314,0.000127523
15659,-0.0089231,0.000127727
15660,-0.00892305,0.000127931
15661,-0.00892302,0.000128135
15662,-0.00892298,0.000128338
15663,-0.00892294,0.00012854
15664,-0.00892291,0.000128742
15665,-0.00892288,0.000128944
15666,-0.00892285,0.000129145
15667,-0.00892282,0.000129345
15668,-0.0089228,0.000129545
15669,-0.00892278,0.000129744
15670,-0.00892275,0.000129942
15671,-0.00892273,0.00013014
15672,-0.00892272,0.000130338
15673,-0.0089227,0.000130535
15674,-0.00892268,0.000130731
15675,-0.00892267,0.000130926
15676,-0.00892266,0.000131121
15677,-0.00892264,0.000131315
15678,-0.00892263,0.000131509
15679,-0.00892262,0.000131702
15680,-0.00892261,0.000131894
15681,-0.0089226,0.000132086
15682,-0.00892259,0.000132277
15683,-0.00892258,0.000132467
15684,-0.00892258,0.000132657
15685,-0.00892257,0.000132846
15686,-0.00892256,0.000133035
15687,-0.00892255,0.000133223
15688,-0.00892255,0.00013341
15689,-0.00892254,0.000133597
15690,-0.00892253,0.000133783
15691,-0.00892252,0.000133968
15692,-0.00892252,0.000134153
15693,-0.00892251,0.000134338
15694,-0.0089225,0.000134521
15695,-0.00892249,0.000134705
15696,-0.00892248,0.000134887
15697,-0.00892247,0.000135069
15698,-0.00892246,0.000135251
15699,-0.00892245,0.000135432
15700,-0.00892243,0.000135612
15701,-0.00892242,0.000135792
15702,-0.00892241,0.000135972
15703,-0.00892239,0.000136151
15704,-0.00892238,0.00013633
15705,-0.00892236,0.000136508
15706,-0.00892235,0.000136685
15707,-0.00892233,0.000136862
15708,-0.00892231,0.000137039
15709,-0.00892229,0.000137215
15710,-0.00892228,0.000137391
15711,-0.00892226,0.000137567
15712,-0.00892224,0.000137742
15713,-0.00892222,0.000137916
15714,-0.00892219,0.000138091
15715,-0.00892217,0.000138264
15716,-0.00892215,0.000138438
15717,-0.00892213,0.000138611
15718,-0.0089221,0.000138783
15719,-0.00892208,0.000138956
15720,-0.00892205,0.000139127
15721,-0.00892203,0.000139299
15722,-0.008922,0.00013947
15723,-0.00892198,0.000139641
15724,-0.00892195,0.000139811
15725,-0.00892193,0.000139981
15726,-0.0089219,0.000140151
15727,-0.00892188,0.00014032
15728,-0.00892185,0.000140489
15729,-0.00892182,0.000140658
15730,-0.0089218,0.000140826
15731,-0.00892177,0.000140994
15732,-0.00892174,0.000141161
15733,-0.00892172,0.000141328
15734,-0.00892169,0.000141495
15735,-0.00892166,0.000141661
15736,-0.00892163,0.000141827
15737,-0.00892161,0.000141993
15738,-0.00892158,0.000142158
15739,-0.00892155,0.000142323
15740,-0.00892153,0.000142487
15741,-0.0089215,0.000142651
15742,-0.00892147,0.000142815
15743,-0.00892145,0.000142978
15744,-0.00892142,0.000143141
15745,-0.0089214,0.000143304
15746,-0.00892137,0.000143466
15747,-0.00892134,0.000143628
15748,-0.00892132,0.000143789
15749,-0.00892129,0.000143951
15750,-0.00892126,0.000144111
15751,-0.00892124,0.000144272
15752,-0.00892121,0.000144431
15753,-0.00892119,0.000144591
15754,-0.00892116,0.00014475
15755,-0.00892113,0.000144909
15756,-0.00892111,0.000145067
15757,-0.00892108,0.000145225
15758,-0.00892105,0.000145383
15759,-0.00892102,0.00014554
15760,-0.008921,0.000145697
15761,-0.00892097,0.000145853
15762,-0.00892094,0.00014601
15763,-0.00892091,0.000146165
15764,-0.00892088,0.00014632
15765,-0.00892085,0.000146475
15766,-0.00892082,0.00014663
15767,-0.00892079,0.000146784
15768,-0.00892076,0.000146938
15769,-0.00892072,0.000147091
15770,-0.00892069,0.000147244
15771,-0.00892066,0.000147396
15772,-0.00892062,0.000147548
15773,-0.00892059,0.0001477
15774,-0.00892055,0.000147851
15775,-0.00892051,0.000148001
15776,-0.00892048,0.000148152
15777,-0.00892044,0.000148301
15778,-0.0089204,0.000148451
15779,-0.00892036,0.000148599
15780,-0.00892031,0.000148748
15781,-0.00892027,0.000148895
15782,-0.00892023,0.000149043
15783,-0.00892018,0.000149189
15784,-0.00892014,0.000149335
15785,-0.00892009,0.000149481
15786,-0.00892004,0.000149626
15787,-0.00891999,0.00014977
15788,-0.00891994,0.000149914
15789,-0.00891989,0.000150057
15790,-0.00891984,0.0001502
15791,-0.00891978,0.000150342
15792,-0.00891973,0.000150483
15793,-0.00891967,0.000150623
15794,-0.00891962,0.000150763
15795,-0.00891956,0.000150902
15796,-0.0089195,0.000151041
15797,-0.00891944,0.000151178
15798,-0.00891938,0.000151315
15799,-0.00891932,0.000151451
15800,-0.00891925,0.000151586
15801,-0.00891919,0.000151721
15802,-0.00891913,0.000151854
15803,-0.00891906,0.000151987
15804,-0.008919,0.000152119
15805,-0.00891893,0.00015225
15806,-0.00891886,0.00015238
15807,-0.0089188,0.000152509
15808,-0.00891873,0.000152637
15809,-0.00891866,0.000152765
15810,-0.00891859,0.000152891
15811,-0.00891852,0.000153017
15812,-0.00891845,0.000153141
15813,-0.00891838,0.000153265
15814,-0.00891831,0.000153388
15815,-0.00891824,0.00015351
15816,-0.00891817,0.000153631
15817,-0.00891811,0.000153751
15818,-0.00891804,0.00015387
15819,-0.00891797,0.000153989
15820,-0.0089179,0.000154106
15821,-0.00891783,0.000154223
15822,-0.00891776,0.000154339
15823,-0.0089177,0.000154454
15824,-0.00891763,0.000154568
15825,-0.00891756,0.000154682
15826,-0.0089175,0.000154795
15827,-0.00891743,0.000154907
15828,-0.00891737,0.000155019
15829,-0.00891731,0.00015513
15830,-0.00891725,0.00015524
15831,-0.00891719,0.00015535
15832,-0.00891713,0.00015546
15833,-0.00891707,0.000155569
15834,-0.00891701,0.000155677
15835,-0.00891696,0.000155786
15836,-0.0089169,0.000155894
15837,-0.00891685,0.000156002
15838,-0.0089168,0.000156109
15839,-0.00891674,0.000156217
15840,-0.0089167,0.000156325
15841,-0.00891665,0.000156432
15842,-0.0089166,0.00015654
15843,-0.00891656,0.000156647
15844,-0.00891651,0.000156755
15845,-0.00891647,0.000156863
15846,-0.00891643,0.000156971
15847,-0.00891639,0.00015708
15848,-0.00891635,0.000157189
15849,-0.00891631,0.000157298
15850,-0.00891628,0.000157408
15851,-0.00891624,0.000157518
15852,-0.00891621,0.000157629
15853,-0.00891618,0.00015774
15854,-0.00891615,0.000157852
15855,-0.00891612,0.000157965
15856,-0.00891609,0.000158078
15857,-0.00891606,0.000158191
15858,-0.00891603,0.000158306
15859,-0.00891601,0.000158421
15860,-0.00891598,0.000158536
15861,-0.00891596,0.000158653
15862,-0.00891593,0.000158769
15863,-0.00891591,0.000158887
15864,-0.00891589,0.000159005
15865,-0.00891586,0.000159123
15866,-0.00891584,0.000159242
15867,-0.00891582,0.000159361
15868,-0.0089158,0.000159481
15869,-0.00891578,0.000159601
15870,-0.00891576,0.000159721
15871,-0.00891574,0.000159841
15872,-0.00891572,0.000159962
15873,-0.00891569,0.000160082
15874,-0.00891567,0.000160203
15875,-0.00891565,0.000160323
15876,-0.00891563,0.000160442
15877,-0.0089156,0.000160562
15878,-0.00891558,0.000160681
15879,-0.00891555,0.000160799
15880,-0.00891553,0.000160916
15881,-0.0089155,0.000161033
15882,-0.00891548,0.000161149
15883,-0.00891545,0.000161263
15884,-0.00891542,0.000161376
15885,-0.00891539,0.000161488
15886,-0.00891535,0.000161599
15887,-0.00891532,0.000161708
15888,-0.00891528,0.000161815
15889,-0.00891525,0.00016192
15890,-0.00891521,0.000162024
15891,-0.00891517,0.000162125
15892,-0.00891513,0.000162224
15893,-0.00891508,0.000162321
15894,-0.00891504,0.000162416
15895,-0.00891499,0.000162508
15896,-0.00891494,0.000162598
15897,-0.00891489,0.000162685
15898,-0.00891484,0.00016277
15899,-0.00891478,0.000162852
15900,-0.00891472,0.000162932
15901,-0.00891466,0.000163008
15902,-0.0089146,0.000163082
15903,-0.00891453,0.000163153
15904,-0.00891447,0.000163222
15905,-0.0089144,0.000163288
15906,-0.00891433,0.000163351
15907,-0.00891425,0.000163411
15908,-0.00891418,0.000163468
15909,-0.0089141,0.000163523
15910,-0.00891402,0.000163576
15911,-0.00891393,0.000163626
15912,-0.00891385,0.000163674
15913,-0.00891376,0.000163719
15914,-0.00891367,0.000163762
15915,-0.00891357,0.000163803
15916,-0.00891348,0.000163842
15917,-0.00891338,0.000163879
15918,-0.00891328,0.000163914
15919,-0.00891318,0.000163948
15920,-0.00891308,0.00016398
15921,-0.00891297,0.000164011
15922,-0.00891286,0.000164041
15923,-0.00891275,0.00016407
15924,-0.00891264,0.000164097
15925,-0.00891252,0.000164124
15926,-0.00891241,0.000164151
15927,-0.00891229,0.000164177
15928,-0.00891217,0.000164202
15929,-0.00891205,0.000164228
15930,-0.00891193,0.000164253
15931,-0.0089118,0.000164278
15932,-0.00891168,0.000164304
15933,-0.00891155,0.00016433
15934,-0.00891143,0.000164357
15935,-0.0089113,0.000164384
15936,-0.00891117,0.000164412
15937,-0.00891104,0.000164441
15938,-0.00891091,0.00016447
15939,-0.00891077,0.000164501
15940,-0.00891064,0.000164533
15941,-0.00891051,0.000164565
15942,-0.00891038,0.000164599
15943,-0.00891025,0.000164635
15944,-0.00891011,0.000164671
15945,-0.00890998,0.000164709
15946,-0.00890985,0.000164748
15947,-0.00890972,0.000164788
15948,-0.00890959,0.00016483
15949,-0.00890946,0.000164873
15950,-0.00890933,0.000164918
15951,-0.0089092,0.000164963
15952,-0.00890907,0.00016501
15953,-0.00890894,0.000165058
15954,-0.00890882,0.000165108
15955,-0.00890869,0.000165158
15956,-0.00890857,0.000165209
15957,-0.00890845,0.000165261
15958,-0.00890833,0.000165314
15959,-0.00890822,0.000165368
15960,-0.0089081,0.000165423
15961,-0.00890799,0.000165478
15962,-0.00890788,0.000165533
15963,-0.00890777,0.000165589
15964,-0.00890766,0.000165645
15965,-0.00890756,0.000165702
15966,-0.00890746,0.000165758
15967,-0.00890736,0.000165814
15968,-0.00890727,0.000165871
15969,-0.00890718,0.000165926
15970,-0.00890709,0.000165982
15971,-0.008907,0.000166037
15972,-0.00890692,0.000166092
15973,-0.00890684,0.000166146
15974,-0.00890676,0.000166199
15975,-0.00890669,0.000166252
15976,-0.00890662,0.000166303
15977,-0.00890655,0.000166354
15978,-0.00890649,0.000166403
15979,-0.00890643,0.000166452
15980,-0.00890637,0.000166499
15981,-0.00890632,0.000166545
15982,-0.00890627,0.00016659
15983,-0.00890622,0.000166633
15984,-0.00890618,0.000166675
15985,-0.00890614,0.000166716
15986,-0.0089061,0.000166755
15987,-0.00890607,0.000166792
15988,-0.00890603,0.000166829
15989,-0.00890601,0.000166863
15990,-0.00890598,0.000166896
15991,-0.00890596,0.000166928
15992,-0.00890594,0.000166958
15993,-0.00890592,0.000166986
15994,-0.00890591,0.000167013
15995,-0.00890589,0.000167039
15996,-0.00890588,0.000167062
15997,-0.00890588,0.000167085
15998,-0.00890587,0.000167105
15999,-0.00890587,0.000167125
16000,-0.00890587,0.000167142
16001,-0.00890587,0.000167159
16002,-0.00890587,0.000167173
16003,-0.00890587,0.000167187
16004,-0.00890588,0.000167199
16005,-0.00890588,0.000167209
16006,-0.00890589,0.000167218
16007,-0.0089059,0.000167226
16008,-0.0089059,0.000167232
16009,-0.00890591,0.000167237
16010,-0.00890592,0.000167241
16011,-0.00890593,0.000167243
16012,-0.00890594,0.000167244
16013,-0.00890595,0.000167244
16014,-0.00890596,0.000167242
16015,-0.00890597,0.000167239
16016,-0.00890598,0.000167234
16017,-0.00890599,0.000167229
16018,-0.008906,0.000167222
16019,-0.00890601,0.000167213
16020,-0.00890601,0.000167203
16021,-0.00890602,0.000167192
16022,-0.00890602,0.00016718
16023,-0.00890603,0.000167166
16024,-0.00890603,0.000167151
16025,-0.00890603,0.000167135
16026,-0.00890603,0.000167117
16027,-0.00890603,0.000167097
16028,-0.00890602,0.000167077
16029,-0.00890602,0.000167055
16030,-0.00890601,0.000167031
16031,-0.008906,0.000167006
16032,-0.00890599,0.000166979
16033,-0.00890598,0.000166952
16034,-0.00890596,0.000166922
16035,-0.00890595,0.000166891
16036,-0.00890593,0.000166859
16037,-0.00890591,0.000166825
16038,-0.00890589,0.00016679
16039,-0.00890586,0.000166753
16040,-0.00890583,0.000166715
16041,-0.00890581,0.000166675
16042,-0.00890578,0.000166634
16043,-0.00890574,0.000166591
16044,-0.00890571,0.000166547
16045,-0.00890567,0.000166501
16046,-0.00890563,0.000166454
16047,-0.00890559,0.000166406
16048,-0.00890555,0.000166356
16049,-0.0089055,0.000166305
16050,-0.00890546,0.000166253
16051,-0.00890541,0.000166199
16052,-0.00890536,0.000166144
16053,-0.00890531,0.000166088
16054,-0.00890525,0.000166031
16055,-0.0089052,0.000165973
16056,-0.00890514,0.000165914
16057,-0.00890508,0.000165854
16058,-0.00890502,0.000165793
16059,-0.00890496,0.000165731
16060,-0.00890489,0.000165668
16061,-0.00890483,0.000165605
16062,-0.00890476,0.000165541
16063,-0.0089047,0.000165476
16064,-0.00890463,0.000165411
16065,-0.00890456,0.000165345
16066,-0.00890448,0.000165279
16067,-0.00890441,0.000165213
16068,-0.00890434,0.000165146
16069,-0.00890426,0.00016508
16070,-0.00890418,0.000165013
16071,-0.00890411,0.000164946
16072,-0.00890403,0.00016488
16073,-0.00890395,0.000164813
16074,-0.00890387,0.000164747
16075,-0.00890379,0.000164681
16076,-0.0089037,0.000164616
16077,-0.00890362,0.00016455
16078,-0.00890353,0.000164486
16079,-0.00890345,0.000164422
16080,-0.00890336,0.000164359
16081,-0.00890328,0.000164296
16082,-0.00890319,0.000164234
16083,-0.0089031,0.000164173
16084,-0.00890301,0.000164112
16085,-0.00890292,0.000164053
16086,-0.00890283,0.000163994
16087,-0.00890273,0.000163937
16088,-0.00890264,0.00016388
16089,-0.00890255,0.000163824
16090,-0.00890245,0.00016377
16091,-0.00890236,0.000163716
16092,-0.00890226,0.000163664
16093,-0.00890216,0.000163612
16094,-0.00890207,0.000163561
16095,-0.00890197,0.000163512
16096,-0.00890187,0.000163463
16097,-0.00890177,0.000163415
16098,-0.00890167,0.000163368
16099,-0.00890157,0.000163323
16100,-0.00890147,0.000163277
16101,-0.00890137,0.000163233
16102,-0.00890127,0.00016319
16103,-0.00890117,0.000163147
16104,-0.00890107,0.000163104
16105,-0.00890097,0.000163063
16106,-0.00890087,0.000163021
16107,-0.00890077,0.00016298
16108,-0.00890067,0.00016294
16109,-0.00890057,0.000162899
16110,-0.00890047,0.000162859
16111,-0.00890037,0.000162819
16112,-0.00890027,0.000162779
16113,-0.00890017,0.000162738
16114,-0.00890007,0.000162697
16115,-0.00889998,0.000162656
16116,-0.00889988,0.000162615
16117,-0.00889978,0.000162573
16118,-0.00889969,0.00016253
16119,-0.0088996,0.000162487
16120,-0.00889951,0.000162443
16121,-0.00889942,0.000162397
16122,-0.00889933,0.000162351
16123,-0.00889925,0.000162304
16124,-0.00889916,0.000162255
16125,-0.00889908,0.000162205
16126,-0.008899,0.000162154
16127,-0.00889893,0.000162101
16128,-0.00889885,0.000162047
16129,-0.00889878,0.000161991
16130,-0.00889871,0.000161933
16131,-0.00889864,0.000161874
16132,-0.00889858,0.000161813
16133,-0.00889852,0.000161749
16134,-0.00889846,0.000161684
16135,-0.00889841,0.000161617
16136,-0.00889836,0.000161548
16137,-0.00889832,0.000161477
16138,-0.00889827,0.000161404
16139,-0.00889823,0.000161328
16140,-0.0088982,0.000161251
16141,-0.00889817,0.000161171
16142,-0.00889814,0.00016109
16143,-0.00889812,0.000161006
16144,-0.0088981,0.00016092
16145,-0.00889808,0.000160832
16146,-0.00889807,0.000160742
16147,-0.00889806,0.00016065
16148,-0.00889806,0.000160556
16149,-0.00889806,0.00016046
16150,-0.00889806,0.000160362
16151,-0.00889807,0.000160263
16152,-0.00889808,0.000160161
16153,-0.0088981,0.000160058
16154,-0.00889811,0.000159953
16155,-0.00889814,0.000159847
16156,-0.00889816,0.000159739
16157,-0.00889819,0.000159629
16158,-0.00889823,0.000159518
16159,-0.00889826,0.000159406
16160,-0.0088983,0.000159292
16161,-0.00889834,0.000159178
16162,-0.00889838,0.000159062
16163,-0.00889843,0.000158945
16164,-0.00889848,0.000158827
16165,-0.00889853,0.000158709
16166,-0.00889858,0.00015859
16167,-0.00889863,0.00015847
16168,-0.00889868,0.000158349
16169,-0.00889874,0.000158228
16170,-0.0088988,0.000158106
16171,-0.00889885,0.000157984
