step,ux,uy
28840,-0.00577718,0.00902511
28841,-0.0057723,0.00901327
28842,-0.00576742,0.00900138
28843,-0.00576254,0.00898946
28844,-0.00575765,0.00897749
28845,-0.00575275,0.00896547
28846,-0.00574785,0.00895342
28847,-0.00574295,0.00894132
28848,-0.00573803,0.00892918
28849,-0.00573312,0.008917
28850,-0.0057282,0.00890478
28851,-0.00572327,0.00889251
28852,-0.00571834,0.0088802
28853,-0.0057134,0.00886785
28854,-0.00570846,0.00885546
28855,-0.00570352,0.00884303
28856,-0.00569857,0.00883055
28857,-0.00569361,0.00881803
28858,-0.00568866,0.00880547
28859,-0.00568369,0.00879287
28860,-0.00567873,0.00878023
28861,-0.00567375,0.00876754
28862,-0.00566878,0.00875482
28863,-0.0056638,0.00874205
28864,-0.00565881,0.00872924
28865,-0.00565383,0.00871638
28866,-0.00564883,0.00870349
28867,-0.00564384,0.00869056
28868,-0.00563884,0.00867758
28869,-0.00563383,0.00866456
28870,-0.00562883,0.0086515
28871,-0.00562381,0.0086384
28872,-0.0056188,0.00862526
28873,-0.00561378,0.00861208
28874,-0.00560876,0.00859885
28875,-0.00560373,0.00858559
28876,-0.0055987,0.00857228
28877,-0.00559367,0.00855894
28878,-0.00558864,0.00854555
28879,-0.0055836,0.00853212
28880,-0.00557856,0.00851865
28881,-0.00557351,0.00850514
28882,-0.00556846,0.00849158
28883,-0.00556341,0.00847799
28884,-0.00555836,0.00846436
28885,-0.0055533,0.00845068
28886,-0.00554824,0.00843697
28887,-0.00554318,0.00842321
28888,-0.00553811,0.00840942
28889,-0.00553305,0.00839558
28890,-0.00552798,0.00838171
28891,-0.0055229,0.00836779
28892,-0.00551783,0.00835383
28893,-0.00551275,0.00833983
28894,-0.00550767,0.00832579
28895,-0.00550259,0.00831172
28896,-0.00549751,0.0082976
28897,-0.00549242,0.00828344
28898,-0.00548733,0.00826924
28899,-0.00548224,0.008255
28900,-0.00547715,0.00824072
28901,-0.00547206,0.0082264
28902,-0.00546696,0.00821204
28903,-0.00546186,0.00819764
28904,-0.00545676,0.00818321
28905,-0.00545166,0.00816873
28906,-0.00544656,0.00815421
28907,-0.00544146,0.00813965
28908,-0.00543635,0.00812505
28909,-0.00543125,0.00811042
28910,-0.00542614,0.00809574
28911,-0.00542103,0.00808102
28912,-0.00541592,0.00806627
28913,-0.00541081,0.00805147
28914,-0.0054057,0.00803664
28915,-0.00540058,0.00802177
28916,-0.00539547,0.00800685
28917,-0.00539035,0.0079919
28918,-0.00538524,0.00797691
28919,-0.00538012,0.00796188
28920,-0.005375,0.00794681
28921,-0.00536989,0.0079317
28922,-0.00536477,0.00791655
28923,-0.00535965,0.00790137
28924,-0.00535453,0.00788614
28925,-0.00534941,0.00787088
28926,-0.00534429,0.00785557
28927,-0.00533917,0.00784023
28928,-0.00533405,0.00782485
28929,-0.00532893,0.00780943
28930,-0.00532381,0.00779397
28931,-0.00531869,0.00777848
28932,-0.00531357,0.00776294
28933,-0.00530845,0.00774737
28934,-0.00530334,0.00773176
28935,-0.00529822,0.00771611
28936,-0.0052931,0.00770042
28937,-0.00528798,0.00768469
28938,-0.00528287,0.00766893
28939,-0.00527775,0.00765313
28940,-0.00527263,0.00763728
28941,-0.00526752,0.00762141
28942,-0.0052624,0.00760549
28943,-0.00525729,0.00758953
28944,-0.00525218,0.00757354
28945,-0.00524707,0.00755751
28946,-0.00524196,0.00754144
28947,-0.00523685,0.00752533
28948,-0.00523174,0.00750919
28949,-0.00522664,0.00749301
28950,-0.00522153,0.00747679
28951,-0.00521643,0.00746053
28952,-0.00521133,0.00744423
28953,-0.00520623,0.0074279
28954,-0.00520113,0.00741153
28955,-0.00519604,0.00739512
28956,-0.00519094,0.00737868
28957,-0.00518585,0.00736219
28958,-0.00518076,0.00734568
28959,-0.00517567,0.00732912
28960,-0.00517059,0.00731252
28961,-0.0051655,0.00729589
28962,-0.00516042,0.00727922
28963,-0.00515534,0.00726252
28964,-0.00515027,0.00724578
28965,-0.00514519,0.007229
28966,-0.00514012,0.00721218
28967,-0.00513505,0.00719533
28968,-0.00512999,0.00717844
28969,-0.00512492,0.00716151
28970,-0.00511986,0.00714455
28971,-0.0051148,0.00712755
28972,-0.00510975,0.00711051
28973,-0.0051047,0.00709344
28974,-0.00509965,0.00707633
28975,-0.0050946,0.00705919
28976,-0.00508956,0.007042
28977,-0.00508452,0.00702479
28978,-0.00507949,0.00700753
28979,-0.00507446,0.00699024
28980,-0.00506943,0.00697291
28981,-0.0050644,0.00695555
28982,-0.00505938,0.00693815
28983,-0.00505436,0.00692071
28984,-0.00504935,0.00690324
28985,-0.00504434,0.00688574
28986,-0.00503933,0.00686819
28987,-0.00503433,0.00685061
28988,-0.00502934,0.006833
28989,-0.00502434,0.00681535
28990,-0.00501935,0.00679766
28991,-0.00501437,0.00677994
28992,-0.00500939,0.00676218
28993,-0.00500441,0.00674439
28994,-0.00499944,0.00672656
28995,-0.00499447,0.0067087
28996,-0.00498951,0.0066908
28997,-0.00498455,0.00667286
28998,-0.0049796,0.00665489
28999,-0.00497465,0.00663689
29000,-0.00496971,0.00661885
29001,-0.00496477,0.00660077
29002,-0.00495983,0.00658266
29003,-0.0049549,0.00656452
29004,-0.00494998,0.00654634
29005,-0.00494506,0.00652812
29006,-0.00494015,0.00650987
29007,-0.00493524,0.00649159
29008,-0.00493034,0.00647327
29009,-0.00492544,0.00645491
29010,-0.00492055,0.00643653
29011,-0.00491566,0.0064181
29012,-0.00491078,0.00639964
29013,-0.00490591,0.00638115
29014,-0.00490104,0.00636263
29015,-0.00489617,0.00634406
29016,-0.00489132,0.00632547
29017,-0.00488646,0.00630684
29018,-0.00488162,0.00628818
29019,-0.00487678,0.00626948
29020,-0.00487194,0.00625075
29021,-0.00486712,0.00623198
29022,-0.0048623,0.00621318
29023,-0.00485748,0.00619435
29024,-0.00485267,0.00617548
29025,-0.00484787,0.00615658
29026,-0.00484307,0.00613764
29027,-0.00483828,0.00611867
29028,-0.0048335,0.00609967
29029,-0.00482872,0.00608063
29030,-0.00482395,0.00606156
29031,-0.00481919,0.00604246
29032,-0.00481443,0.00602332
29033,-0.00480968,0.00600415
29034,-0.00480494,0.00598495
29035,-0.0048002,0.00596571
29036,-0.00479547,0.00594644
29037,-0.00479075,0.00592714
29038,-0.00478603,0.0059078
29039,-0.00478132,0.00588843
29040,-0.00477662,0.00586903
29041,-0.00477193,0.00584959
29042,-0.00476724,0.00583012
29043,-0.00476256,0.00581062
29044,-0.00475789,0.00579108
29045,-0.00475322,0.00577152
29046,-0.00474856,0.00575192
29047,-0.00474391,0.00573228
29048,-0.00473927,0.00571262
29049,-0.00473464,0.00569292
29050,-0.00473001,0.00567319
29051,-0.00472539,0.00565342
29052,-0.00472077,0.00563363
29053,-0.00471617,0.0056138
29054,-0.00471157,0.00559394
29055,-0.00470698,0.00557405
29056,-0.0047024,0.00555412
29057,-0.00469783,0.00553416
29058,-0.00469326,0.00551418
29059,-0.00468871,0.00549415
29060,-0.00468416,0.0054741
29061,-0.00467962,0.00545402
29062,-0.00467508,0.0054339
29063,-0.00467056,0.00541375
29064,-0.00466604,0.00539357
29065,-0.00466153,0.00537336
29066,-0.00465703,0.00535311
29067,-0.00465254,0.00533284
29068,-0.00464806,0.00531253
29069,-0.00464358,0.00529219
29070,-0.00463912,0.00527182
29071,-0.00463466,0.00525142
29072,-0.00463021,0.00523099
29073,-0.00462577,0.00521052
29074,-0.00462134,0.00519003
29075,-0.00461691,0.0051695
29076,-0.0046125,0.00514894
29077,-0.00460809,0.00512836
29078,-0.0046037,0.00510774
29079,-0.00459931,0.00508709
29080,-0.00459493,0.00506641
29081,-0.00459056,0.00504569
29082,-0.0045862,0.00502495
29083,-0.00458185,0.00500418
29084,-0.00457751,0.00498337
29085,-0.00457318,0.00496254
29086,-0.00456885,0.00494168
29087,-0.00456454,0.00492078
29088,-0.00456024,0.00489985
29089,-0.00455594,0.0048789
29090,-0.00455166,0.00485791
29091,-0.00454738,0.0048369
29092,-0.00454311,0.00481585
29093,-0.00453886,0.00479477
29094,-0.00453461,0.00477366
29095,-0.00453038,0.00475253
29096,-0.00452615,0.00473136
29097,-0.00452193,0.00471016
29098,-0.00451773,0.00468894
29099,-0.00451353,0.00466768
29100,-0.00450934,0.00464639
29101,-0.00450517,0.00462508
29102,-0.004501,0.00460373
29103,-0.00449685,0.00458236
29104,-0.0044927,0.00456095
29105,-0.00448857,0.00453952
29106,-0.00448445,0.00451806
29107,-0.00448033,0.00449656
29108,-0.00447623,0.00447504
29109,-0.00447214,0.00445349
29110,-0.00446806,0.00443191
29111,-0.00446399,0.0044103
29112,-0.00445993,0.00438866
29113,-0.00445589,0.00436699
29114,-0.00445185,0.00434529
29115,-0.00444783,0.00432357
29116,-0.00444382,0.00430181
29117,-0.00443981,0.00428003
29118,-0.00443582,0.00425822
29119,-0.00443185,0.00423637
29120,-0.00442788,0.0042145
29121,-0.00442392,0.00419261
29122,-0.00441998,0.00417068
29123,-0.00441605,0.00414872
29124,-0.00441213,0.00412674
29125,-0.00440822,0.00410472
29126,-0.00440433,0.00408268
29127,-0.00440044,0.00406061
29128,-0.00439657,0.00403851
29129,-0.00439271,0.00401639
29130,-0.00438887,0.00399423
29131,-0.00438503,0.00397205
29132,-0.00438121,0.00394984
29133,-0.0043774,0.0039276
29134,-0.00437361,0.00390534
29135,-0.00436983,0.00388304
29136,-0.00436605,0.00386072
29137,-0.0043623,0.00383837
29138,-0.00435855,0.00381599
29139,-0.00435482,0.00379359
29140,-0.0043511,0.00377116
29141,-0.0043474,0.0037487
29142,-0.0043437,0.00372621
29143,-0.00434003,0.00370369
29144,-0.00433636,0.00368115
29145,-0.00433271,0.00365858
29146,-0.00432907,0.00363599
29147,-0.00432544,0.00361336
29148,-0.00432183,0.00359071
29149,-0.00431823,0.00356803
29150,-0.00431465,0.00354533
29151,-0.00431108,0.0035226
29152,-0.00430752,0.00349984
29153,-0.00430397,0.00347706
29154,-0.00430044,0.00345425
29155,-0.00429693,0.00343141
29156,-0.00429342,0.00340854
29157,-0.00428994,0.00338565
29158,-0.00428646,0.00336274
29159,-0.004283,0.0033398
29160,-0.00427955,0.00331683
29161,-0.00427612,0.00329383
29162,-0.0042727,0.00327081
29163,-0.0042693,0.00324777
29164,-0.00426591,0.00322469
29165,-0.00426253,0.0032016
29166,-0.00425917,0.00317847
29167,-0.00425582,0.00315532
29168,-0.00425249,0.00313215
29169,-0.00424917,0.00310895
29170,-0.00424586,0.00308572
29171,-0.00424257,0.00306247
29172,-0.00423929,0.0030392
29173,-0.00423603,0.0030159
29174,-0.00423278,0.00299257
29175,-0.00422955,0.00296922
29176,-0.00422633,0.00294584
29177,-0.00422312,0.00292244
29178,-0.00421993,0.00289902
29179,-0.00421676,0.00287557
29180,-0.00421359,0.00285209
29181,-0.00421044,0.00282859
29182,-0.00420731,0.00280507
29183,-0.00420419,0.00278152
29184,-0.00420108,0.00275795
29185,-0.00419799,0.00273435
29186,-0.00419492,0.00271073
29187,-0.00419185,0.00268709
29188,-0.00418881,0.00266342
29189,-0.00418577,0.00263973
29190,-0.00418275,0.00261601
29191,-0.00417975,0.00259227
29192,-0.00417675,0.00256851
29193,-0.00417378,0.00254472
29194,-0.00417082,0.00252091
29195,-0.00416787,0.00249708
29196,-0.00416493,0.00247322
29197,-0.00416201,0.00244934
29198,-0.00415911,0.00242543
29199,-0.00415621,0.00240151
29200,-0.00415334,0.00237756
29201,-0.00415047,0.00235358
29202,-0.00414763,0.00232958
29203,-0.00414479,0.00230556
29204,-0.00414197,0.00228152
29205,-0.00413916,0.00225746
29206,-0.00413637,0.00223337
29207,-0.00413359,0.00220926
29208,-0.00413083,0.00218512
29209,-0.00412808,0.00216097
29210,-0.00412534,0.00213679
29211,-0.00412262,0.00211259
29212,-0.00411992,0.00208836
29213,-0.00411722,0.00206412
29214,-0.00411454,0.00203985
29215,-0.00411188,0.00201556
29216,-0.00410923,0.00199125
29217,-0.00410659,0.00196691
29218,-0.00410397,0.00194256
29219,-0.00410136,0.00191818
29220,-0.00409877,0.00189378
29221,-0.00409619,0.00186935
29222,-0.00409362,0.00184491
29223,-0.00409107,0.00182045
29224,-0.00408854,0.00179596
29225,-0.00408601,0.00177145
29226,-0.00408351,0.00174692
29227,-0.00408101,0.00172237
29228,-0.00407853,0.0016978
29229,-0.00407607,0.0016732
29230,-0.00407361,0.00164859
29231,-0.00407118,0.00162395
29232,-0.00406875,0.00159929
29233,-0.00406635,0.00157462
29234,-0.00406395,0.00154992
29235,-0.00406157,0.0015252
29236,-0.00405921,0.00150046
29237,-0.00405686,0.0014757
29238,-0.00405452,0.00145092
29239,-0.0040522,0.00142611
29240,-0.00404989,0.00140129
29241,-0.0040476,0.00137645
29242,-0.00404532,0.00135158
29243,-0.00404306,0.0013267
29244,-0.00404081,0.0013018
29245,-0.00403857,0.00127687
29246,-0.00403635,0.00125193
29247,-0.00403415,0.00122697
29248,-0.00403196,0.00120198
29249,-0.00402978,0.00117698
29250,-0.00402762,0.00115196
29251,-0.00402547,0.00112691
29252,-0.00402334,0.00110185
29253,-0.00402122,0.00107677
29254,-0.00401912,0.00105167
29255,-0.00401703,0.00102655
29256,-0.00401496,0.00100141
29257,-0.0040129,0.000976251
29258,-0.00401086,0.000951073
29259,-0.00400883,0.000925876
29260,-0.00400682,0.00090066
29261,-0.00400482,0.000875425
29262,-0.00400284,0.000850171
29263,-0.00400087,0.000824899
29264,-0.00399892,0.000799608
29265,-0.00399698,0.000774298
29266,-0.00399506,0.000748969
29267,-0.00399315,0.000723622
29268,-0.00399126,0.000698257
29269,-0.00398938,0.000672874
29270,-0.00398752,0.000647472
29271,-0.00398567,0.000622052
29272,-0.00398384,0.000596613
29273,-0.00398203,0.000571157
29274,-0.00398023,0.000545683
29275,-0.00397844,0.000520191
29276,-0.00397667,0.000494681
29277,-0.00397492,0.000469153
29278,-0.00397318,0.000443608
29279,-0.00397146,0.000418044
29280,-0.00396975,0.000392464
29281,-0.00396806,0.000366866
29282,-0.00396638,0.00034125
29283,-0.00396472,0.000315618
29284,-0.00396307,0.000289967
29285,-0.00396144,0.0002643
29286,-0.00395983,0.000238616
29287,-0.00395823,0.000212914
29288,-0.00395665,0.000187196
29289,-0.00395508,0.000161461
29290,-0.00395353,0.000135709
29291,-0.00395199,0.00010994
29292,-0.00395047,8.41545e-05
29293,-0.00394897,5.83524e-05
29294,-0.00394748,3.25338e-05
29295,-0.00394601,6.69885e-06
29296,-0.00394455,-1.91525e-05
29297,-0.00394311,-4.50202e-05
29298,-0.00394169,-7.0904e-05
29299,-0.00394028,-9.68039e-05
29300,-0.00393888,-0.00012272
29301,-0.00393751,-0.000148652
29302,-0.00393614,-0.0001746
29303,-0.0039348,-0.000200563
29304,-0.00393347,-0.000226543
29305,-0.00393215,-0.000252538
29306,-0.00393085,-0.000278548
29307,-0.00392957,-0.000304574
29308,-0.00392831,-0.000330616
29309,-0.00392705,-0.000356672
29310,-0.00392582,-0.000382744
29311,-0.0039246,-0.000408831
29312,-0.0039234,-0.000434933
29313,-0.00392221,-0.00046105
29314,-0.00392104,-0.000487182
29315,-0.00391989,-0.000513328
29316,-0.00391875,-0.000539489
29317,-0.00391762,-0.000565665
29318,-0.00391652,-0.000591855
29319,-0.00391542,-0.00061806
29320,-0.00391435,-0.000644279
29321,-0.00391329,-0.000670512
29322,-0.00391224,-0.000696759
29323,-0.00391122,-0.00072302
29324,-0.0039102,-0.000749296
29325,-0.00390921,-0.000775585
29326,-0.00390823,-0.000801887
29327,-0.00390726,-0.000828203
29328,-0.00390631,-0.000854533
29329,-0.00390538,-0.000880876
29330,-0.00390446,-0.000907233
29331,-0.00390356,-0.000933603
29332,-0.00390267,-0.000959985
29333,-0.0039018,-0.000986381
29334,-0.00390095,-0.00101279
29335,-0.00390011,-0.00103921
29336,-0.00389928,-0.00106565
29337,-0.00389848,-0.00109209
29338,-0.00389768,-0.00111855
29339,-0.00389691,-0.00114502
29340,-0.00389615,-0.00117151
29341,-0.0038954,-0.001198
29342,-0.00389467,-0.00122451
29343,-0.00389395,-0.00125103
29344,-0.00389325,-0.00127756
29345,-0.00389257,-0.00130411
29346,-0.0038919,-0.00133066
29347,-0.00389125,-0.00135723
29348,-0.00389061,-0.00138381
29349,-0.00388999,-0.0014104
29350,-0.00388938,-0.001437
29351,-0.00388879,-0.00146361
29352,-0.00388821,-0.00149023
29353,-0.00388765,-0.00151687
29354,-0.0038871,-0.00154351
29355,-0.00388657,-0.00157017
29356,-0.00388606,-0.00159683
29357,-0.00388556,-0.00162351
29358,-0.00388507,-0.0016502
29359,-0.0038846,-0.00167689
29360,-0.00388414,-0.0017036
29361,-0.0038837,-0.00173032
29362,-0.00388328,-0.00175704
29363,-0.00388287,-0.00178378
29364,-0.00388247,-0.00181053
29365,-0.00388209,-0.00183728
29366,-0.00388172,-0.00186405
29367,-0.00388137,-0.00189082
29368,-0.00388104,-0.00191761
29369,-0.00388071,-0.0019444
29370,-0.00388041,-0.0019712
29371,-0.00388012,-0.00199802
29372,-0.00387984,-0.00202484
29373,-0.00387958,-0.00205166
29374,-0.00387933,-0.0020785
29375,-0.0038791,-0.00210535
29376,-0.00387888,-0.0021322
29377,-0.00387868,-0.00215907
29378,-0.00387849,-0.00218594
29379,-0.00387831,-0.00221282
29380,-0.00387816,-0.0022397
29381,-0.00387801,-0.0022666
29382,-0.00387788,-0.0022935
29383,-0.00387777,-0.00232041
29384,-0.00387767,-0.00234733
29385,-0.00387758,-0.00237425
29386,-0.00387751,-0.00240119
29387,-0.00387745,-0.00242813
29388,-0.00387741,-0.00245507
29389,-0.00387738,-0.00248203
29390,-0.00387737,-0.00250899
29391,-0.00387737,-0.00253596
29392,-0.00387739,-0.00256293
29393,-0.00387742,-0.00258992
29394,-0.00387747,-0.0026169
29395,-0.00387753,-0.0026439
29396,-0.0038776,-0.0026709
29397,-0.00387769,-0.00269791
29398,-0.00387779,-0.00272492
29399,-0.00387791,-0.00275194
29400,-0.00387804,-0.00277896
29401,-0.00387819,-0.00280599
29402,-0.00387835,-0.00283303
29403,-0.00387853,-0.00286007
29404,-0.00387872,-0.00288712
29405,-0.00387892,-0.00291417
29406,-0.00387914,-0.00294123
29407,-0.00387937,-0.0029683
29408,-0.00387962,-0.00299537
29409,-0.00387989,-0.00302244
29410,-0.00388016,-0.00304952
29411,-0.00388045,-0.0030766
29412,-0.00388076,-0.00310369
29413,-0.00388108,-0.00313078
29414,-0.00388141,-0.00315788
29415,-0.00388176,-0.00318498
29416,-0.00388212,-0.00321209
29417,-0.0038825,-0.0032392
29418,-0.00388289,-0.00326631
29419,-0.00388329,-0.00329343
29420,-0.00388371,-0.00332055
29421,-0.00388415,-0.00334768
29422,-0.00388459,-0.00337481
29423,-0.00388505,-0.00340194
29424,-0.00388553,-0.00342908
29425,-0.00388602,-0.00345622
29426,-0.00388652,-0.00348336
29427,-0.00388704,-0.00351051
29428,-0.00388757,-0.00353766
29429,-0.00388812,-0.00356481
29430,-0.00388868,-0.00359196
29431,-0.00388925,-0.00361912
29432,-0.00388983,-0.00364628
29433,-0.00389044,-0.00367344
29434,-0.00389105,-0.00370061
29435,-0.00389168,-0.00372778
29436,-0.00389232,-0.00375495
29437,-0.00389297,-0.00378212
29438,-0.00389364,-0.00380929
29439,-0.00389432,-0.00383647
29440,-0.00389502,-0.00386364
29441,-0.00389573,-0.00389082
29442,-0.00389645,-0.003918
29443,-0.00389719,-0.00394519
29444,-0.00389794,-0.00397237
29445,-0.0038987,-0.00399955
29446,-0.00389948,-0.00402674
29447,-0.00390027,-0.00405393
29448,-0.00390107,-0.00408111
29449,-0.00390188,-0.0041083
29450,-0.00390271,-0.00413549
29451,-0.00390355,-0.00416268
29452,-0.00390441,-0.00418987
29453,-0.00390528,-0.00421706
29454,-0.00390616,-0.00424425
29455,-0.00390705,-0.00427144
29456,-0.00390795,-0.00429863
29457,-0.00390887,-0.00432582
29458,-0.00390981,-0.00435301
29459,-0.00391075,-0.0043802
29460,-0.00391171,-0.00440739
29461,-0.00391268,-0.00443458
29462,-0.00391366,-0.00446177
29463,-0.00391465,-0.00448895
29464,-0.00391566,-0.00451614
29465,-0.00391668,-0.00454333
29466,-0.00391771,-0.00457051
29467,-0.00391876,-0.00459769
29468,-0.00391981,-0.00462487
29469,-0.00392088,-0.00465205
29470,-0.00392196,-0.00467923
29471,-0.00392306,-0.00470641
29472,-0.00392416,-0.00473358
29473,-0.00392528,-0.00476075
29474,-0.00392641,-0.00478792
29475,-0.00392755,-0.00481509
29476,-0.0039287,-0.00484226
29477,-0.00392987,-0.00486942
29478,-0.00393105,-0.00489658
29479,-0.00393224,-0.00492374
29480,-0.00393344,-0.0049509
29481,-0.00393465,-0.00497805
29482,-0.00393587,-0.0050052
29483,-0.00393711,-0.00503234
29484,-0.00393836,-0.00505949
29485,-0.00393962,-0.00508663
29486,-0.00394089,-0.00511376
29487,-0.00394217,-0.00514089
29488,-0.00394347,-0.00516802
29489,-0.00394477,-0.00519515
29490,-0.00394609,-0.00522227
29491,-0.00394742,-0.00524938
29492,-0.00394876,-0.00527649
29493,-0.00395011,-0.0053036
29494,-0.00395147,-0.0053307
29495,-0.00395284,-0.0053578
29496,-0.00395423,-0.0053849
29497,-0.00395562,-0.00541198
29498,-0.00395703,-0.00543907
29499,-0.00395845,-0.00546614
29500,-0.00395988,-0.00549322
29501,-0.00396132,-0.00552029
29502,-0.00396277,-0.00554735
29503,-0.00396423,-0.0055744
29504,-0.00396571,-0.00560145
29505,-0.00396719,-0.0056285
29506,-0.00396868,-0.00565554
29507,-0.00397019,-0.00568257
29508,-0.0039717,-0.00570959
29509,-0.00397323,-0.00573661
29510,-0.00397477,-0.00576363
29511,-0.00397632,-0.00579063
29512,-0.00397788,-0.00581763
29513,-0.00397944,-0.00584462
29514,-0.00398102,-0.00587161
29515,-0.00398261,-0.00589859
29516,-0.00398421,-0.00592556
29517,-0.00398583,-0.00595252
29518,-0.00398745,-0.00597947
29519,-0.00398908,-0.00600642
29520,-0.00399072,-0.00603336
29521,-0.00399237,-0.00606029
29522,-0.00399403,-0.00608722
29523,-0.0039957,-0.00611413
29524,-0.00399739,-0.00614104
29525,-0.00399908,-0.00616794
29526,-0.00400078,-0.00619483
29527,-0.00400249,-0.00622171
29528,-0.00400421,-0.00624858
29529,-0.00400594,-0.00627544
29530,-0.00400768,-0.00630229
29531,-0.00400944,-0.00632914
29532,-0.0040112,-0.00635597
29533,-0.00401297,-0.0063828
29534,-0.00401475,-0.00640961
29535,-0.00401653,-0.00643642
29536,-0.00401833,-0.00646321
29537,-0.00402014,-0.00649
29538,-0.00402196,-0.00651677
29539,-0.00402378,-0.00654353
29540,-0.00402562,-0.00657029
29541,-0.00402746,-0.00659703
29542,-0.00402932,-0.00662376
29543,-0.00403118,-0.00665048
29544,-0.00403305,-0.00667719
29545,-0.00403493,-0.00670389
29546,-0.00403682,-0.00673058
29547,-0.00403872,-0.00675725
29548,-0.00404063,-0.00678392
29549,-0.00404255,-0.00681057
29550,-0.00404447,-0.00683721
29551,-0.0040464,-0.00686384
29552,-0.00404834,-0.00689045
29553,-0.0040503,-0.00691706
29554,-0.00405225,-0.00694365
29555,-0.00405422,-0.00697023
29556,-0.0040562,-0.00699679
29557,-0.00405818,-0.00702335
29558,-0.00406017,-0.00704989
29559,-0.00406217,-0.00707641
29560,-0.00406418,-0.00710292
29561,-0.0040662,-0.00712942
29562,-0.00406822,-0.00715591
29563,-0.00407025,-0.00718238
29564,-0.00407229,-0.00720884
29565,-0.00407434,-0.00723528
29566,-0.00407639,-0.00726172
29567,-0.00407846,-0.00728813
29568,-0.00408053,-0.00731453
29569,-0.0040826,-0.00734092
29570,-0.00408469,-0.00736729
29571,-0.00408678,-0.00739365
29572,-0.00408888,-0.00741999
29573,-0.00409099,-0.00744632
29574,-0.0040931,-0.00747263
29575,-0.00409522,-0.00749893
29576,-0.00409735,-0.00752521
29577,-0.00409949,-0.00755147
29578,-0.00410163,-0.00757772
29579,-0.00410378,-0.00760396
29580,-0.00410593,-0.00763017
29581,-0.00410809,-0.00765637
29582,-0.00411026,-0.00768256
29583,-0.00411244,-0.00770873
29584,-0.00411462,-0.00773488
29585,-0.00411681,-0.00776101
29586,-0.004119,-0.00778713
29587,-0.0041212,-0.00781323
29588,-0.00412341,-0.00783931
29589,-0.00412562,-0.00786538
29590,-0.00412784,-0.00789143
29591,-0.00413007,-0.00791746
29592,-0.0041323,-0.00794347
29593,-0.00413453,-0.00796947
29594,-0.00413678,-0.00799545
29595,-0.00413903,-0.0080214
29596,-0.00414128,-0.00804734
29597,-0.00414354,-0.00807327
29598,-0.0041458,-0.00809917
29599,-0.00414808,-0.00812505
29600,-0.00415035,-0.00815092
29601,-0.00415263,-0.00817677
29602,-0.00415492,-0.00820259
29603,-0.00415721,-0.0082284
29604,-0.00415951,-0.00825419
29605,-0.00416181,-0.00827996
29606,-0.00416412,-0.00830571
29607,-0.00416643,-0.00833144
29608,-0.00416874,-0.00835715
29609,-0.00417106,-0.00838284
29610,-0.00417339,-0.00840851
29611,-0.00417572,-0.00843415
29612,-0.00417806,-0.00845978
29613,-0.00418039,-0.00848539
29614,-0.00418274,-0.00851097
29615,-0.00418509,-0.00853654
29616,-0.00418744,-0.00856208
29617,-0.00418979,-0.0085876
29618,-0.00419215,-0.00861311
29619,-0.00419452,-0.00863858
29620,-0.00419689,-0.00866404
29621,-0.00419926,-0.00868948
29622,-0.00420164,-0.00871489
29623,-0.00420401,-0.00874028
29624,-0.0042064,-0.00876565
29625,-0.00420878,-0.008791
29626,-0.00421118,-0.00881632
29627,-0.00421357,-0.00884162
29628,-0.00421597,-0.0088669
29629,-0.00421837,-0.00889216
29630,-0.00422077,-0.00891739
29631,-0.00422318,-0.0089426
29632,-0.00422559,-0.00896778
29633,-0.004228,-0.00899294
29634,-0.00423041,-0.00901808
29635,-0.00423283,-0.00904319
29636,-0.00423525,-0.00906828
29637,-0.00423768,-0.00909335
29638,-0.00424011,-0.00911839
29639,-0.00424253,-0.00914341
29640,-0.00424497,-0.0091684
29641,-0.0042474,-0.00919336
29642,-0.00424984,-0.00921831
29643,-0.00425227,-0.00924322
29644,-0.00425472,-0.00926811
29645,-0.00425716,-0.00929298
29646,-0.0042596,-0.00931782
29647,-0.00426205,-0.00934264
29648,-0.0042645,-0.00936743
29649,-0.00426695,-0.00939219
29650,-0.0042694,-0.00941693
29651,-0.00427185,-0.00944164
29652,-0.00427431,-0.00946632
29653,-0.00427677,-0.00949098
29654,-0.00427922,-0.00951561
29655,-0.00428168,-0.00954021
29656,-0.00428414,-0.00956479
29657,-0.00428661,-0.00958934
29658,-0.00428907,-0.00961386
29659,-0.00429153,-0.00963836
29660,-0.004294,-0.00966282
29661,-0.00429646,-0.00968726
29662,-0.00429893,-0.00971167
29663,-0.0043014,-0.00973606
29664,-0.00430386,-0.00976041
29665,-0.00430633,-0.00978474
29666,-0.0043088,-0.00980904
29667,-0.00431127,-0.00983331
29668,-0.00431374,-0.00985755
29669,-0.00431621,-0.00988176
29670,-0.00431868,-0.00990594
29671,-0.00432115,-0.0099301
29672,-0.00432362,-0.00995422
29673,-0.00432609,-0.00997831
29674,-0.00432855,-0.0100024
29675,-0.00433102,-0.0100264
29676,-0.00433349,-0.0100504
29677,-0.00433596,-0.0100744
29678,-0.00433843,-0.0100983
29679,-0.00434089,-0.0101223
29680,-0.00434336,-0.0101461
29681,-0.00434582,-0.01017
29682,-0.00434829,-0.0101938
29683,-0.00435075,-0.0102176
29684,-0.00435321,-0.0102414
29685,-0.00435567,-0.0102651
29686,-0.00435813,-0.0102888
29687,-0.00436059,-0.0103124
29688,-0.00436305,-0.0103361
